permitnumber,permitnumbercreateddate,issuedate,permitelapseddays,projectvalue,typeofwork,address,projectdescription,permitcategory,propertyuse,specificusecategory,issueyear,geolocalarea,geom,yearmonth,geo_point_2d,latitude,longitude
BP-2020-00838,2020-03-04,2020-05-12,69,70000.0,Addition / Alteration,"1455 W GEORGIA STREET, Vancouver, BC V6G 2T3","Field Review - Addition / Alteration - #300 - 3rd floor (full floor tenant)

Interior alterations only to provide tenant fitout for a new General Office tenant on the 3rd floor (#300) in this existing commercial building.

Scope of work:  per the 2019 VBBL to remove 3 partition walls and to construct new partition walls for meeting rooms, new accessible washroom, doors, lighting, ceiling work, finishes, electrical and plumbing work.
REVISION#1: 
to correct RCP. Ceiling is exposed except for offices. June 25/20 mk

TENANT:  Sprung Studio Ltd.

Selected Energy Upgrade: L2 - Lighting - Upgrade to incorporate Space Control systems (per 9.4.1.2 of ASHRAE 90.1-2016)

Note: Building is not sprinklered

OK for field review as per H. Chow, March 4, 2020.",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2020,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1287866, 49.2897614], 'type': 'Point'}, 'properties': {}}",2020-05,"{'lon': -123.1287866, 'lat': 49.2897614}",49.2897614,-123.1287866
BP-2020-03696,2020-11-24,2021-02-08,76,300000.0,Addition / Alteration,"1674 DAVIE STREET, Vancouver, BC V6G 1V9","Field Review - Addition / Alteration - Interior alterations to provide tenant improvements for a new Cannabis Retail store (Group E) on the 1st and 2nd storey (entire building) occupied by a single tenant, in this existing Retail building on this site. 

Scope of work includes:  Interior demolition - two (2) stairs (area of 2nd fl to remain open to below), remove beam, partitions, doors, storage area at rear; Build one new stair, two entry vestibules, install new security gates and a man door at rear (lane), new walls, doors, storage, lighting, power and millwork for display units, new finishes, paint and flooring where needed.  Structural - new beams and handrail/guardrails installed. 

See related Development Permit, DP-2019-00202 and DP-2019-01021.
Tenant: Peaceful Park Inc. DBA: Eden (1,836 SF - 1st/1,432 SF - 2nd)

OK For Field Review per A. Campbell & A. Wroblewski, Nov 24, 2020.
 
Notes:
~ Energy Upgrade: E2 - HVAC - Clean and Balance all Air Systems (per 6.7.2.3.2 of ASHRAE 90.1-2016)     
~ Building Sprinklered – Sprinkler permit required 
~ Schedule A CRP and Schedule B Architectural submitted by Navid Fereidooni, Architect, of Navid Fereidooni Architect Ltd., Tel: 604 866-5555.
~ Schedule B Mechanical submitted by Arash Mohammadhassani, P. Eng., of Smartech Engineering Ltd., Tel: 778 882-7597.
~ Schedule B Structural and Independent review checklist submitted by Carlito Redoblado, P. Eng. of JCJ Design Engineering Ltd., Tel:604 533-8423.
~ Schedule B Electrical submitted by Siew Yong Teh, P. Eng. of Smartech Engineering Ltd., Tel: 778 989-1138.",Renovation - Commercial/ Mixed Use - Lower Complexity,['Retail Uses'],['Cannabis Store'],2021,West End,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1399922, 49.2856995], 'type': 'Point'}, 'properties': {}}",2021-02,"{'lon': -123.1399922, 'lat': 49.2856995}",49.2856995,-123.1399922
DB-2024-04660,2024-11-25,2025-04-11,137,90000.0,Addition / Alteration,"1328 KINGSWAY, Vancouver, BC V5V 3E4","Field Review - Addition / Alteration - 1328 Kingsway, 1330 Kingsway, & 1332 Kingsway 

Exterior and interior alterations to this existing mixed-use two-storey with basement building.

Ok for Field Review as per Jaime Z. 

Scope of work includes new exterior finishes, new deck & stairs. Interior alterations to include new partitions, finishes and fixtures. 

Revision #1 
- In Unit 1330, the 3650 window and the storage to be removed.
- Accessible washroom's width will be extended by a foot.
- In Unit 1332, the washroom will be re-dimensioned to create an accessible washroom.
- In Unit 1328, the new washer and dryer will be added in the entry foyer.
- The existing stucco cladding on the front will be replaced with new stucco cladding

Sch B - Shamsul Alam Shikder P.Eng - 778-889-3740 

VBBL Part 11 Upgrades: Minor Reno F1,S2, N1, A2 

No Translucent or opaque film, artwork, posters, shelving, display cases or similar elements are to be installed on or directly outside or inside of the approved glazing frontages and windows so that the interior of the premises is visible at all times from the sidewalk. 

Separate Sign permits are required for all signage",Renovation - Commercial/ Mixed Use - Lower Complexity,['Retail Uses'],['Retail Store'],2025,Kensington-Cedar Cottage,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0775689, 49.2505287], 'type': 'Point'}, 'properties': {}}",2025-04,"{'lon': -123.0775689, 'lat': 49.2505287}",49.2505287,-123.0775689
BP-2018-00026,2018-01-03,2018-02-06,34,145000.0,Addition / Alteration,"1066 W HASTINGS STREET, Vancouver, BC V6E 4M1","Field Review - Addition / Alteration - 16th Floor

Interior alterations to provide improvements to common washrooms on the 16th floor of this existing commercial highrise building.

OK for Field review per B. Cowan, Jan 3/2018

Note: DBI to determine that there is an accessible washroom located on main floor, per attached drawing.

Note: Energy trigger not required BOMA BEST building.\t\t",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2018,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1188596, 49.2873713], 'type': 'Point'}, 'properties': {}}",2018-02,"{'lon': -123.1188596, 'lat': 49.2873713}",49.2873713,-123.1188596
BP-2019-02258,2019-05-24,2019-08-20,88,100000.0,Addition / Alteration,"888 DUNSMUIR STREET, Vancouver, BC V6C 3K4","Field Review - Addition / Alteration - 9th floor - common lobby

Interior alterations to provide improvements on the 9th floor of this commercial building on this site.

Scope of work to include:  Elevator lobby and common corridor.  New finishes and lighting fixture to upgrade aesthetic.

Letters of assurance submitted:
Sch A: M. Nielsen, AIBC, 604.255.1169
Sch B (Arch): M. Nielsen, AIBC, 604.255.1169
Sch B (Elect): N.S. Bains, PEng, 604.569.6500

OK For Field Review as per J.Zhang - May 24, 2019

Energy upgrade exempt: BOMA BESt building.",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2019,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1183473, 49.2845565], 'type': 'Point'}, 'properties': {}}",2019-08,"{'lon': -123.1183473, 'lat': 49.2845565}",49.2845565,-123.1183473
BP-2017-06628,2017-12-20,2018-04-09,110,100000.0,Addition / Alteration,"1932 ALBERNI STREET, Vancouver, BC V6G 1B4",High Density Housing / Commercial - Addition / Alteration - Fire alarm upgrade for elevator recall in an existing high rise building.,,['Dwelling Uses'],['Multiple Dwelling'],2018,West End,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1368236, 49.2933885], 'type': 'Point'}, 'properties': {}}",2018-04,"{'lon': -123.1368236, 'lat': 49.2933885}",49.2933885,-123.1368236
DB-2018-04523,2018-08-21,2018-12-21,122,200000.0,Addition / Alteration,"65 SMITHE STREET, Vancouver, BC","High Density Housing / Commercial - Addition / Alteration - 65 Smithe St

Interior and exterior alterations and a change of major occupancy to provide tenant improvements (first TI) from retail shell to a new Restaurant Class 1 on the ground floor in this existing mixed-use building.

Scope of work includes:
1. Kitchen installed to prepare food for Class 2 cooking operations only.  Cooking causing grease-laden vapour is not allowed.  Exhaust system is designed for steam and heat removal only. 
2. Provide 2 washrooms, one accessible and one staff washroom.

Proposed Occupant Load = 26

Tenant:  Le Doux Ciel

Ok to process as DB per Howie Chow.",,['Service Uses'],['Restaurant - Class 1'],2018,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1141644, 49.2756444], 'type': 'Point'}, 'properties': {}}",2018-12,"{'lon': -123.1141644, 'lat': 49.2756444}",49.2756444,-123.1141644
BP-2018-02511,2018-05-09,2018-08-23,106,169000.0,Addition / Alteration,"3680 W 7TH AVENUE, Vancouver, BC V6R 1W4",High Density Housing / Commercial - Addition / Alteration - Modernization of elevator equipment and relays to elevator recall to meet the CAN/CSA-B44 standards to this existing 4-storey multiple dwelling.,,['Dwelling Uses'],['Multiple Dwelling'],2018,Kitsilano,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1854827, 49.2658098], 'type': 'Point'}, 'properties': {}}",2018-08,"{'lon': -123.1854827, 'lat': 49.2658098}",49.2658098,-123.1854827
DB-2022-00353,2022-01-25,2023-07-27,548,632000.0,Addition / Alteration,"750 HORNBY STREET, Vancouver, BC V6Z 2H7","High Density Housing / Commercial - Addition / Alteration - Exterior and interior alterations for elevator and skylight upgrade in this existing Municipally designated Vancouver Heritage Register ‘A’ building on this site as permitted per item #1 below:

1) Exterior alterations to skylight to accommodate interior elevator upgrade

The alterations described under item no. 1 above, authorized by the Development Permit Number DB-2022-00353, including conditions and plans forming part thereof, are approved under the Heritage By-law and this Development Permit also constitutes a Heritage Alteration Permit.

***Reviewed under the provisions of VBBL 2019*** 

Main recall level: Ground floor 
Alternate recall level: level 3 (elevator #1), Level B (elevator #2), Level 4 (elevator #3)",,['Cultural/Recreational Uses'],['Museum or Archives'],2023,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1209088, 49.2831669], 'type': 'Point'}, 'properties': {}}",2023-07,"{'lon': -123.1209088, 'lat': 49.2831669}",49.2831669,-123.1209088
BP-2020-04016,2020-12-16,2021-02-10,56,400000.0,Addition / Alteration,"255 W 62ND AVENUE, Vancouver, BC V5X 4V4","Field Review - Addition / Alteration - Interior alterations to this existing Community Care Facility - Class B to convert 3 rooms into 6 rooms and add a washroom to each room. 

Scope of work: 
To remove & install interior walls and doors, modified patient lift and new ceiling, plumbing fixtures and Electrical work. 

OK for FIT per A. Patterson

Letter of Assurances rec'd:
Schedule A & Schedule B Architectural submitted per Ted Feenstra, 604-739-8888
Schedule B Mechanical & Plumbing submitted per Gordon McDonald, 604-687-1800
Schedule B Electrical submitted per Jose L. Lopes, 604-687-1800

Energy Upgrade:
E2 - Lighting - Upgrade to Restricted to Manual ON (per 9.4.1.1.(b) of ASHRAE 90.1-2016)",Renovation - Commercial/ Mixed Use - Lower Complexity,['Institutional Uses'],['Hospital'],2021,Marpole,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1112858, 49.214793], 'type': 'Point'}, 'properties': {}}",2021-02,"{'lon': -123.1112858, 'lat': 49.214793}",49.214793,-123.1112858
BP-2020-04014,2020-12-16,2021-02-17,63,75000.0,Addition / Alteration,"4650 OAK STREET, Vancouver, BC","Field Review - Addition / Alteration - Interior alterations to convert two rooms (Rooms #335 and #435) into four rooms to be #335 & 335/1 and 435 & 435/1 and add a bathroom to each room in this existing Brock Fahrni Extended Care Building at this existing Women and Children's Hospital site. 

Scope of work:
 -To remove & install interior walls and doors, modified patient lift and new ceiling, plumbing fixtures and Electrical work. 

Ok for FIT per Aemelia Patterson 

Letter of Assurances rec'd:
Schedule A & Schedule B Architectural submitted per Ted Feenstra, 604-739-8888
Schedule B Mechanical & Plumbing submitted per Gordon McDonald, 604-687-1800
Schedule B Electrical submitted per Jose L. Lopes, 604-687-1800

Energy Upgrade:
E2 - Lighting - Upgrade to Restricted to Manual ON (per 9.4.1.1.(b) of ASHRAE 90.1-2016)",Renovation - Commercial/ Mixed Use - Lower Complexity,['Institutional Uses'],['Hospital'],2021,South Cambie,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1275941, 49.2436353], 'type': 'Point'}, 'properties': {}}",2021-02,"{'lon': -123.1275941, 'lat': 49.2436353}",49.2436353,-123.1275941
DB-2021-03934,2021-07-23,2021-10-12,81,3218000.0,Addition / Alteration,"2075 KINGSWAY, Vancouver, BC V5N 2T2","High Density Housing / Commercial - Addition / Alteration - Interior and exterior alterations to this existing 3 storey hotel (C) space. Scope of work includes sprinklering the building and upgrading the exiting, fire alarm, accessibility and electrical service. This work is part of the RHI response. Space to remain a hotel occupancy as per J Greer. 

To be reviewed under the 2019 VBBL

Revision #1 - To replace city approved site drawings that have been lost. - accepted Dec.22/21

Revision #2 - Changes to interior layout including the addition of a warming kitchen/servery in the 1st floor program area. - accepted Apr.27/22

Revision #3 - to increase the scope of work to include re-pipe of water lines in the suites, existing branch lines to remain. - accepted June 3/22.",,['Service Uses'],['Hotel'],2021,Kensington-Cedar Cottage,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0631852, 49.2451657], 'type': 'Point'}, 'properties': {}}",2021-10,"{'lon': -123.0631852, 'lat': 49.2451657}",49.2451657,-123.0631852
